"Sample","Class","CP647","CP876","CP596","CP606","CP608","CP555","CP600","CP562","CP597","CP636","CP617","CP595","CP602","CP2492","CP590","CP609","CP615","CP603","CP610","CP1101","CP885","CP589","CP3097","CP549","CP1097","CP573","CP583","CP4957","CP871","CP1415","CP15","CP623","CP587","CP627","CP547","CP874","CP1089","CP542","CP614","CP2961","CP3342","CP515","CP1091","CP548","CP3701","CP680","CP5023","CP3347","CP461","CP870","CP178","CP1469","CP5016","CP225","CP4729","CP3404","CP3457","CP35","CP1281","CP628","CP486","CP5030","CP675","CP4080","CP838","CP139","CP4650","CP1095","CP1462","CP1172","CP4081","CP224","CP5032","CP4393","CP4785","CP868","CP4075","CP1777","CP4686","CP694","CP1238","CP5029","CP2168","CP331","CP4021","CP299","CP5031","CP1060","CP378","CP1146","CP1221","CP1094","CP176","CP2097","CP3908","CP1808","CP1467","CP2951","CP1103","CP4921"
"A2-57","0",1.979492733,-0.571232437,1.519473705,0.91293692,1.381811572,0.719958157,1.543962255,1.168609521,1.887229348,1.134863637,0.973935971,1.46041982,1.239792104,0.391224791,1.616618675,1.230186386,2.222348493,1.278748669,2.393503848,0.083043666,-0.666760153,2.483819259,-0.506337009,1.740359294,0.297878402,1.063885093,1.069485617,0.050527041,-0.480394806,-0.456065861,0.055434504,3.247960356,1.183702679,2.055413516,0.386646075,-0.349442997,0.792670338,1.427106966,3.28989607,-0.862764487,1.196832512,0.25631261,0.338706238,2.14635711,-1.004820352,1.347767062,1.750791316,0.919199544,0.572737397,1.975607159,-0.160903318,-0.33953772,0.695057802,-0.4288109,0.307065706,-0.884078349,0.670719947,-0.357647424,-0.86590175,1.633417878,-0.443331749,1.002843513,0.145597998,-0.189476952,0.519366499,-0.487489787,0.667993862,-0.250721775,-0.000813584,0.774821856,-0.227115787,0.121607042,0.784302715,-0.134221859,1.386523907,-0.288429799,0.115714411,0.623220875,3.066377582,0.350900643,-0.939889441,0.833888086,-0.550571764,-0.324802598,1.253651283,-0.037764329,0.660060158,-0.089403211,0.848371091,1.851372215,-0.462090589,0.482561797,1.766722661,0.063403894,-0.146388647,-0.141910744,-0.167683614,-0.79195252,0.002142407,0.018764394
"A2-60","0",1.411206932,-1.310475026,1.266206357,0.912682937,1.038652324,-0.494485777,0.912137939,1.823204877,1.296175527,0.582052515,1.028718967,0.967296142,0.915581142,-0.569315858,1.007598826,1.421249093,1.363496403,1.074874572,1.295975651,0.110816601,1.177154422,1.320750181,-1.207814967,0.557508298,-0.158511397,1.19708644,1.202859306,-0.018117847,-0.686831535,-0.290682307,-0.00215139,-0.807222925,1.265800728,2.567092321,2.494960923,-0.563568668,-0.156272236,0.667747564,3.423596134,-0.30386935,-0.204578545,-0.058887411,-0.357842099,2.091196734,0.986402962,-0.144641297,-0.472169175,-0.354286814,1.510452317,-0.658982798,-0.172060831,-0.416692826,0.456450395,-0.325900766,-0.468479618,0.480027881,-0.095880104,-0.32179462,-0.626891985,1.568660837,-0.021979614,1.560246964,2.407734065,-0.69795315,1.560566908,0.927577517,0.869761096,-0.767315968,-0.600036262,0.013512208,-0.745943346,-0.947866011,1.524129736,-0.928705601,0.250077707,-0.203653235,-0.80683293,-0.372306698,1.319670012,0.831902268,2.171748371,1.471824031,-0.674639418,-0.792614586,-0.059669417,-0.228286546,1.68332057,-0.235972899,-0.737281435,-0.026257324,-0.599307033,0.008620129,1.827090371,-0.885692262,-0.181214069,-1.040853185,-0.56246325,-0.15807975,-0.5651917,1.269560357
"A2-63","0",2.078431153,-0.331216187,1.735581039,1.583740677,1.847687406,0.697690738,1.674174522,2.285909035,2.301556085,1.614939013,1.412555684,1.771359022,1.668411708,0.436753541,1.745175381,2.187274189,2.600933686,1.780318185,2.558497777,-0.013063302,2.960456299,2.496909146,-1.233852027,1.112149328,0.214713761,0.256831871,0.261388198,-0.582062193,-1.043549527,0.010292531,0.258592017,1.530327546,0.650854765,0.943888702,2.224334179,-0.93490243,0.595192029,0.558744918,2.194200381,-0.842237376,0.321317772,-0.342051215,0.485182858,0.829484514,0.717429245,1.002226394,0.883182629,0.262139653,0.761181932,-0.728634446,-0.404022674,-1.223240367,1.332146328,-0.561112125,0.381396563,-0.569408212,0.06695173,-0.928027649,-0.615570284,2.620568005,-0.136619573,0.537372982,0.383184731,-0.924512928,1.082735336,-0.482811119,-0.107186436,1.645418338,0.009694157,-0.423399743,-0.646011327,-0.688505948,0.377307454,-1.056630912,0.760602527,-1.049881813,-0.88450231,1.583429201,0.665368904,-0.055284381,1.586890198,0.395683625,-0.887112344,-0.873887931,3.767401991,-0.284300766,0.318552713,-1.040576355,0.894910963,1.07957686,0.006290011,0.499272935,1.701091956,-0.192183961,-0.3400187,-0.663357151,-1.091198297,-0.96034659,-0.316074264,-0.234556193
"A2-66","0",0.097963066,0.918606454,-0.303589745,0.781665089,0.042749454,6.031174263,0.664138892,-0.206478746,-0.228979366,1.494848836,0.754985718,-0.222303702,-0.261378387,-0.348298474,0.171897884,0.271294624,0.308754279,-1.546555255,0.251166532,0.506225263,-0.78748722,0.216578931,-0.610112235,-0.903974034,0.63059006,-0.413250822,-0.409561476,-0.350363057,0.213048044,-1.012180364,1.121511598,0.935021757,0.085279093,0.853469333,0.138083678,0.369827823,1.324670819,-0.838483968,-0.69391293,-0.494442302,0.577561324,-0.693827447,0.806128667,0.085008255,1.100851692,-0.667506827,0.892176452,0.461553839,1.002676637,2.067101479,0.312086959,-0.083265495,-0.443982952,-0.095409939,-0.75129543,-0.416069783,0.527623643,-0.02255269,0.403131042,-0.492035915,-0.461238478,0.471881451,0.898456834,-0.498241825,-0.661536884,0.806462069,-0.185538373,2.5326725,-0.506765264,-0.063710229,-0.496316439,-0.977192898,0.414074326,-0.589387252,1.235232259,0.48285282,-0.599976609,0.822962954,1.114705629,1.47855682,-1.044188818,0.407940447,-0.570014773,-0.877242618,-0.230589307,-0.423963757,0.777650131,0.798656477,1.097236785,2.364892424,-0.603551496,1.53976013,-0.233625255,-0.764610567,-0.23126978,-0.367059547,-0.375844856,-0.399335616,-0.766613404,0.233248569
"A2-69","0",0.389655921,1.380582939,0.0617777,0.724805094,0.100721826,0.590040491,0.199671835,0.645390848,-0.069213117,1.890349249,0.751556644,-0.02918443,0.097988604,-0.57623104,1.188878936,0.878552726,1.729813782,0.9012323,1.681876528,-0.967491858,-0.252118312,1.623144233,-0.161199718,0.327865838,-1.009953068,-0.35891375,-0.344412932,1.032801691,-0.608019493,1.206024634,0.159040863,-0.560296449,0.593185253,1.539886002,1.508301066,-0.481821192,-0.556430679,0.303196157,-0.448657348,-0.25529694,0.852779246,0.653306307,-1.135052713,1.597473171,0.124663231,0.057209317,1.297267179,0.755323537,0.669360047,-0.344116638,-0.274337661,0.379003124,-0.630473681,-0.526176024,-0.690945108,-0.847021249,-0.006477148,0.317947392,2.653157481,-0.080250622,-0.430298905,-0.405666149,1.774033884,-0.390570463,-1.062625901,-0.134752735,-0.672557852,-0.629888926,-0.61787061,1.678852865,-0.413052535,-0.978192621,-0.518670486,-0.382610808,0.486993592,-0.575709552,-0.395429478,-0.128000922,0.572648689,1.652738568,-0.825855433,-0.5095108,-0.031304615,-0.151673308,2.157770367,-0.061201181,-0.493838977,0.535886982,-0.371065273,3.268196184,0.037914813,-0.741260509,-0.91125142,-0.627220587,-0.08643079,-0.620305006,0.575766557,-0.155596293,-0.011406281,-0.100105655
"A2-72","0",1.648068568,-0.109623535,1.012392543,1.295491231,0.919537653,0.983322845,0.752626282,0.749079328,0.827278064,1.593936882,1.46716528,1.10269673,0.561898598,-0.673713194,1.025519097,1.814072023,1.674353323,1.713980984,1.68628244,-0.121578481,-0.401802127,1.670472359,-0.430849799,0.013086324,-0.012516996,0.930318421,0.935746131,-1.502431038,-0.426708855,-0.161835079,0.920572416,0.767287335,0.089286117,-0.260346438,0.828585603,-0.313822231,-0.200620424,0.630383543,0.477661525,-0.53335511,0.691354354,0.932272767,0.039277673,0.940821229,-0.121270311,1.179343504,0.799571823,0.383093163,1.070471409,-0.518195543,0.128585997,-0.337715188,-0.23197277,-0.651766112,-0.334920002,-0.843192708,0.397739183,-0.65562905,-0.722105052,-0.47334083,-0.429029195,0.051081589,0.387206093,-0.569396155,-0.262298764,0.292483023,-0.30765585,0.825915621,-0.253649714,0.163257657,-0.618551138,0.225369131,0.059836793,-0.488857953,1.394561701,-0.324226401,-0.704700474,-0.614847046,1.593659138,0.756541052,-0.688754065,0.048777421,-0.660058316,-0.204691912,-0.373810801,-0.058651076,0.221553795,-0.383580778,0.226891099,0.745070393,-0.005303083,0.383681279,2.12176094,-0.653185994,0.512722809,-0.541620076,-0.354534101,-0.581050445,-0.163075785,-0.224098104
"A3-03","1",-0.174223291,-0.580426144,0.092785329,0.569428491,0.301558716,-0.8966061,0.889724891,-0.351601774,0.190288033,-0.763211413,0.171493067,-0.108727427,-0.110323651,1.890097109,-0.311712261,-0.19430986,-0.484357578,-0.564467499,-0.508953815,0.579592342,-0.190790958,-0.497505382,0.159595727,-0.787016422,0.90574877,-0.795538787,-0.792344061,-0.656836847,0.154493847,0.935368664,-0.366642868,-0.130632018,0.471350272,0.430350331,0.316027638,0.309092716,0.457484108,-0.759147592,-0.422060744,0.866220857,2.994817104,0.825690308,0.316478288,-0.775523522,0.684982625,-0.468892166,-0.023177204,3.226347884,0.153861025,-0.534970397,0.656665779,-0.787297308,-0.100887947,0.456849792,-0.136944651,-0.606632238,-1.045740136,-0.693429914,1.056742865,0.446606183,-0.738834366,0.214860315,-0.119911833,-0.779639009,-0.280559785,-0.422611453,-0.635965349,1.647683105,-0.374063337,-0.738540267,-0.744970089,1.167705132,-0.13272834,-0.148609531,-0.289383755,0.565281293,-0.759626912,-0.319061,-0.675630715,0.064211684,-0.058148998,-0.188965163,-0.306316732,0.492331535,-0.523335221,-0.143639011,0.129779339,2.569455989,-0.02460056,0.861753694,-0.034083954,0.679251142,-0.415633651,1.708733097,-0.390688609,1.207131587,-0.88150339,0.677716984,-0.277327863,-0.152112352
"A3-15","1",0.321663221,0.034764467,0.159331631,0.825126996,-0.042679261,-0.019228333,0.120529145,-0.045898307,0.151135011,-0.232992046,-0.331899924,0.040653956,0.199278443,0.752116932,0.243765883,0.266632267,-0.191296486,0.227829629,-0.238518417,-0.28714762,-0.060921671,-0.226972086,-0.611028105,-0.399034732,-0.102259464,-0.215865925,-0.211921194,-0.443996063,2.065979415,-0.469764816,1.212593733,0.633817111,0.749423663,-0.236369151,-0.517497481,0.423752407,-0.21010664,-0.409184845,0.566335512,1.067154372,2.604793312,1.330126324,-0.551424029,-0.453813728,1.182343828,-0.852958356,-0.445137156,2.521790214,0.894189961,-1.029722958,1.814690114,0.07377217,-0.760890943,-0.674139352,1.258348726,1.462174946,-0.352995219,0.488601151,-0.614934881,0.716651479,0.084303731,-0.340792775,0.608299347,-0.144666165,-0.604432094,-0.080582254,-0.101884437,-0.653141784,0.196145684,-0.878811499,-0.20395699,1.842290117,-0.448815354,-0.587659733,-0.146460093,1.238318445,-0.095213316,-0.19108177,0.066738859,0.168597225,-0.608503115,-0.43690372,0.169459014,-0.372184056,-0.625602973,-0.267658413,-0.548749972,0.815208235,0.085348309,-0.159919002,0.081836034,-0.186853866,1.152867146,1.008312695,-0.382017266,0.080745321,0.140151854,0.81226352,-1.236537851,-0.755291994
"A3-18","1",-0.25524484,-1.667354476,0.030809528,0.347016292,-0.224387844,-0.555150763,-0.242693434,0.285839777,0.021871241,-0.223944722,0.144539381,-0.320225521,-0.316882114,0.828018974,-0.718486927,0.436275238,-0.511092501,0.404210651,-0.488331109,-0.550657702,-0.90632517,-0.409158821,2.026579146,-0.04951462,-1.122970266,-0.976488132,-0.973527525,-0.583505914,0.822722616,-0.226343947,0.241803408,-0.260008155,0.783571492,0.199177325,-0.095233362,1.002210332,-0.924685098,-0.450098142,-0.757422682,0.834989701,2.364968056,-0.869839916,-1.149297327,-0.707709243,0.216317337,0.163664165,0.800082953,2.902300571,-1.372585198,-0.17473615,0.158981563,1.851667866,-0.348813922,0.646850223,-0.442545931,0.164117996,0.124533235,0.480957307,0.793156116,-0.843423881,-0.133539497,0.085359236,-0.241464111,1.116967997,-0.837000481,-0.970621489,-0.269837754,-1.408110291,0.548164968,-0.697348173,1.050339129,0.101482023,0.049955965,2.376156699,0.787841786,1.272072247,1.626884156,0.21400301,0.340274244,0.369370877,0.584397986,0.005482541,1.478583349,0.092240264,2.023567653,0.143917928,0.096606379,-0.421088782,0.767175401,1.35135226,-0.426857607,-0.930341847,0.201129503,2.078550389,-0.390093454,-0.132478233,1.73973005,0.416347533,2.11815968,0.275899914
"A3-21","1",-0.83203497,-0.651067581,-1.191640577,-0.632765509,-0.876962218,-0.17677451,-0.672458412,-0.892476475,-1.138637936,-0.424495024,-0.993082451,-0.833603702,-1.139000132,-0.237289084,-0.634492384,-1.603545921,-0.869705265,-0.808473713,-0.896715491,0.242929736,-1.14372782,-0.893763611,2.506584862,-0.45175072,-0.280019064,-0.772837917,-0.769613819,-0.36297073,0.834352547,0.593968416,0.203286544,-1.615448035,0.050640208,-1.262106981,-0.494288363,1.014273432,-0.122802863,0.03547595,-0.702239117,0.626257636,0.521589328,-0.621864619,-0.322723701,-0.491301616,-0.040477784,-0.905885451,-1.24457947,0.545624285,-0.255956465,-0.452883206,0.107332816,0.130182093,-0.375557604,0.302867899,-0.655616444,-0.825984217,-0.017824784,-0.21055257,-0.240850507,-0.68977368,0.377038405,-0.599009381,-1.560557493,-0.567897639,-0.96275893,0.241435797,-0.468444089,-0.858795734,0.350758888,-0.039684372,-0.568204042,1.767523731,-0.638148306,-0.334913908,0.729692497,0.602409661,-0.381438219,0.055736554,-0.479214427,0.288926104,-0.248308485,-0.690664771,0.992919892,0.777117626,-0.374075731,0.327046284,-0.662846333,-0.86873454,-0.346849936,-1.093270786,0.109175148,0.666634014,-0.971060089,-0.404768486,-0.380189229,-0.406305744,-0.054199459,0.522240447,1.587130409,-0.017213392
"A3-24","1",0.73615723,-0.639427276,-0.339976112,0.581716084,-0.10110182,0.472387142,-0.070636953,0.035181543,-0.30455146,0.527544189,0.540335714,-0.107645745,-0.087964791,2.221555584,0.874598263,0.112611961,-0.216189688,-0.203844284,-0.255281606,0.467196252,-0.616300035,-0.270111964,-1.020457547,-0.685768383,0.824160319,-0.403913826,-0.400212399,1.028512327,1.353442102,2.33113973,0.359547339,1.269954913,-0.502661094,0.477068582,0.631670241,-0.891002473,0.763319912,-1.178787956,-0.27449962,-0.583340883,0.430234224,-0.233516257,0.77211224,-0.923893871,-0.280125688,0.078755774,-0.43235583,0.364337321,0.561748513,-0.139196486,0.657302476,-0.876512186,-0.691140061,-0.494632889,0.657810348,-0.172768953,-0.411648013,0.25588059,-0.316577516,-0.058523911,-0.505557836,-0.59392665,0.961123577,-0.519173653,-0.753918062,0.840742693,-0.335566708,0.551558676,0.072820999,-0.859134506,-0.510735178,0.966061698,-0.563484158,-0.187477415,-0.531788558,-0.072062294,-0.456434972,-0.534370064,-0.713584124,0.865044274,0.704208083,-0.553781481,-0.587342541,0.110748773,-0.604865044,3.028830552,-0.699746289,-0.505582383,-0.741770871,-0.034968952,0.187355497,1.490565645,-0.922614709,1.646256403,-0.394306452,-0.782335632,-0.883954205,-0.505996084,0.3144914,-0.444114589
"A3-27","1",0.396394317,-0.344126417,0.370194305,0.287853391,0.911305311,1.33124274,0.580090149,0.067860987,0.468046126,0.889573548,0.501813946,0.772879329,0.729474726,1.585113803,0.953896705,-0.866878368,0.616554907,1.066010757,0.570002523,-0.344166581,-0.64062491,0.518494531,-0.743664706,0.777178176,-0.531901066,0.421301357,0.426070481,0.807366706,1.581356015,1.030825919,0.42419317,0.819094546,0.847403952,0.236146364,-0.002172677,0.197567994,-0.502488066,0.07591208,0.05174793,-0.76573844,-0.081274613,-0.111388882,-0.57416511,0.585782788,0.072150877,0.432064665,-0.241141212,-0.032306657,0.477532205,-0.526634149,1.668917189,0.993395249,-0.746276953,-0.694500484,0.668729915,-0.895741169,-0.943414643,0.655237283,0.936098075,0.364485283,-0.618682112,-0.537660744,1.016403897,0.235794886,-0.573488804,1.111328891,-0.633800046,-1.095465068,-0.154754861,-1.013410024,0.17542706,1.210399385,-0.567072495,0.107839947,-1.476916075,0.087465304,0.802589489,-0.653815644,-1.055908975,-0.409293653,-0.295091454,-0.587909582,0.816931898,-0.603262829,-0.255629874,-0.292189079,-0.605578416,0.686762137,-0.264844272,0.464877272,-0.256855479,-0.824084701,-0.782696289,0.551536082,-0.392527523,-0.802969881,0.594213327,-0.792444677,-0.457733543,-0.044683763
"A3-30","1",0.697635974,0.208644081,0.462999019,0.402427919,0.563395369,1.003481327,0.219931105,0.940477933,0.275027276,1.525661379,0.660220261,0.407035948,0.356506295,0.587164844,0.296734081,1.000692525,0.876591706,-1.356355491,0.788528759,-1.437333535,-0.448005692,0.754444202,-0.492073172,0.516375285,-1.960676604,-0.242500805,-0.238590535,-0.471594447,1.076256405,-1.177861684,0.020739934,0.903464984,0.528585697,0.714309747,-0.28469952,-0.94572992,-1.555877238,0.361022993,-0.802299585,-0.926504916,0.830786294,1.494280199,-1.667400039,0.457275817,-0.49878622,0.209010682,0.522414013,0.536170689,1.512341666,-0.738457637,1.514411544,0.887542178,-0.690022256,-0.635522208,-0.722086999,-0.121624112,-0.113973865,0.716142852,-0.387081827,-0.419618672,0.03302771,-0.501953825,0.85261227,1.870513426,-0.162860517,0.341493118,-0.145517048,-1.377752314,-0.619329412,-1.055208902,1.697230605,-1.038237556,-0.446480471,-0.113729101,0.141657737,1.63164919,2.638977422,-0.451679435,-0.148988033,0.898992959,-0.81225941,-0.409919982,-0.377314505,1.873661812,-0.415327573,-0.527658593,-0.635633649,-0.869171065,0.203837201,-0.45221948,-0.5414314,-1.289195087,0.92723281,-0.278873759,-0.390007204,-0.460445314,0.757522759,-0.686081917,-1.096322179,-0.812533027
"A3-33","1",0.942811476,-1.219212891,0.581194571,0.65641471,0.322906754,-0.912241594,1.535047949,0.765453539,0.578377815,-0.127393712,0.991072665,0.474902671,0.466068935,0.280595799,0.492762149,0.47249456,0.224345639,0.587084029,0.175902859,1.361470999,0.163385561,0.242498998,-0.28265805,0.226876011,1.154531124,0.577429283,0.582400412,-1.044297525,0.14597259,-0.168564979,0.388572477,2.098604477,1.076028488,0.581822439,0.043192544,0.300254077,0.441440495,0.055786889,-0.321792564,-0.659430794,-0.09625323,-0.37184763,1.045235761,0.477320712,-0.703794038,-0.565909459,-0.194517517,0.020175801,1.132736626,-0.457740273,0.347390916,1.499838983,-0.216486205,-0.260615887,-0.517859129,-0.737353748,-0.780487911,-0.414554077,-0.689870788,0.671306401,-0.576969508,-0.495331229,2.135902405,-0.269136952,1.242398493,0.782290707,-0.024808886,0.921868484,-0.703551598,-1.00572732,-0.310554031,-1.00389336,-0.5795761,1.05814771,-0.697168611,0.388288098,-0.117625288,-0.743423583,-0.309103398,0.267466404,2.681424876,-0.594051887,0.42080352,0.066330154,-0.673130287,-0.299805691,-0.556371241,-0.053646627,-1.035137044,-0.061737679,1.079236148,1.731326103,0.931701091,-0.500520142,-0.392156347,-0.083725491,1.286387065,-0.535611853,0.18465633,-0.157434594
"A3-36","1",0.269002332,-1.118770587,0.167767781,-0.179932046,0.012418348,0.90055258,0.143728562,-0.406256459,0.080342984,-0.157320966,-0.320257917,0.187260642,0.024046503,1.234909159,-0.11929801,0.046398066,-0.082133175,0.183886316,-0.076509999,0.273140359,1.046477378,-0.013851415,-0.027156751,0.712518363,-0.051725245,0.713867584,0.719015241,-0.642166472,2.795430042,-0.099119036,0.154670909,-0.018830842,2.063542915,0.463095201,-0.119391295,3.048393212,0.273177292,0.312744112,-0.358970254,-0.246904884,1.287638426,1.755531274,0.612459413,0.819510405,-0.118568816,-0.022082815,-0.193940738,1.089477119,0.95755248,-0.548667907,0.227061855,2.46606048,-0.107143844,-0.549929198,2.731307573,-0.935640203,0.320682807,-0.9862528,-0.732816114,-0.563930645,-0.190810207,-0.237334678,-0.000247465,0.974045255,0.254434163,-0.482757763,-0.056432245,0.339732892,-0.058532042,-0.744685884,1.034048076,2.519809623,-0.218029761,-0.11158232,0.116617633,1.873521341,1.796488856,-0.106160457,0.003356921,0.308694049,-0.624980915,-0.163369351,1.7886977,1.210223697,-0.652794249,2.718273827,-0.518443822,-0.726544159,-0.250599715,0.321762909,-0.035275026,0.418854964,-0.200337293,0.987883293,-0.391428381,-0.615415124,2.933217629,-0.248363865,-0.451380173,0.016623778
"A3-39","0",1.600861676,1.358426882,1.012707032,1.601408357,0.83763645,1.373636831,0.912255606,0.422425085,0.786550365,0.880222965,1.92257788,0.808480632,0.597691035,0.607296796,1.155981358,1.081372033,0.890005617,1.858562471,0.828756997,-0.290372628,-0.131487724,0.765067181,-0.665742218,-0.198592647,0.330664708,-0.20205612,-0.198093522,-0.597202242,-0.974407485,-1.214578925,-1.000167182,0.516297674,0.30109578,1.631655544,-0.569890948,-0.863923472,0.715035571,-0.209429264,0.792937811,-1.033034434,0.148443533,0.589478065,0.223800527,1.009787628,-0.919036206,1.573847748,-0.074788758,-0.135695858,-0.04930689,-0.230004973,2.493511705,-1.043991117,-0.704101562,-0.503625255,0.053219095,-0.832463967,-0.01330646,0.676582962,0.79483078,-0.335530321,-0.587858054,-0.290006203,0.370069273,-0.689141023,-0.332899572,1.512960485,-0.552795339,1.431719525,-0.045652845,-0.81860606,-0.75501227,-0.458412285,-0.353232391,-0.190455928,-1.187845385,-0.936118507,-0.726656421,0.007382561,-0.887267417,-0.345328685,-0.431896714,-0.342366208,-0.508058976,2.50722513,-0.645347189,-0.408748714,-0.289344441,-0.36844962,0.344451004,-0.469126405,-0.536681858,-0.173341991,-0.663252231,0.195433577,-0.387736128,-0.706667381,-0.922170484,-0.907635634,-0.017245469,1.619964824
"A3-42","0",0.145198662,0.72482055,-0.340765691,0.477497593,-0.286898549,0.409712003,-0.648441449,-0.240787345,-0.276140818,1.224834243,0.720577189,-0.56533113,-0.490336764,0.56868403,-0.013132668,0.891614773,-0.300093977,0.472817345,-0.349853832,-0.190671331,-0.844880048,-0.377832188,-0.005085552,-1.07615256,-0.462847915,-0.711062691,-0.707758666,-0.942712278,0.039335894,0.700566804,0.062521876,-0.207561999,0.306027891,-0.666543816,0.317707549,0.189645591,-0.535613692,-0.50972866,-0.105042572,-0.576418226,0.589013381,0.933187451,-0.418894461,-1.317886702,0.228033748,-0.06882022,0.628080279,0.505757563,0.572158048,-0.268299354,1.221710793,-0.671504878,-0.632233752,0.508682222,-0.286008681,-0.87206095,-0.463331862,0.311615377,1.36737122,-1.012987853,-0.79068809,-0.414071685,-0.57190751,-0.811033848,-1.040415328,0.931109591,-0.534829422,0.391522483,-0.287309203,-0.632041648,-0.559610986,1.118421342,-0.496601219,-0.782557777,-0.655827634,0.626259598,-0.774164691,-0.19249124,-0.380537978,-0.403978345,-0.622315019,-0.503570192,0.031453504,1.176342842,-0.547921394,-0.423854358,-0.409490202,-1.187514657,-0.73047864,-0.103019293,-0.854940946,-0.257911344,-0.46779697,0.074718501,-0.349727203,-0.344930804,-0.71808846,-0.520490975,-0.639754525,-0.790753722
"A3-45","0",0.237569153,-0.353727273,-1.167117818,-0.203119327,-1.534434551,1.167747472,-1.272579436,-0.820879088,-1.09135076,-0.218527149,-0.169892469,-1.285212195,-1.221190071,-0.632890218,-0.836574138,-1.60275566,-1.080753465,-0.92464793,-1.117667922,0.289523583,-1.128624125,-1.090648727,0.791170854,-0.637006121,0.623493637,-1.296751623,-1.294205386,-0.926711143,0.805982703,-0.688454937,0.031691286,0.656956367,0.364898171,-0.115436257,-0.265788656,0.984846924,0.185984973,-0.886742296,-0.526057827,-0.529225755,0.853580714,0.340919981,0.106161922,-0.513217375,0.639932043,-0.220716721,0.134325535,0.822984987,0.825920371,-0.241547279,0.393150243,-0.01642918,-0.729924996,-0.418424334,-0.674460801,-0.912012389,-0.042666813,-0.426589202,0.606640653,-0.66230657,-0.640350355,-0.517938245,0.020431221,-0.399547728,-1.006611503,0.357129291,-0.679220893,0.179689301,-0.351732506,0.293613692,-0.46819107,-0.830197663,-0.619958114,-0.887782952,-0.622971308,1.188347639,-0.32441771,-0.261766305,-0.607311788,0.965561598,0.622221719,-0.63242301,-0.555197857,0.743882261,-0.275481342,-0.626468569,-0.637763788,-0.88901427,0.354658671,0.822440924,-0.036013788,1.035724212,-0.765671426,-0.717135554,-0.380194786,0.07328312,-0.031832501,-0.401573065,0.738686589,-0.411563669
"A3-48","0",0.573257604,-0.686304739,-0.172786511,-0.559491785,-0.958632472,-0.309576552,-0.149605768,-0.75975182,-0.490677738,-0.471512344,-0.278137336,-0.560185705,-0.523904447,1.62230908,-0.695969641,-0.325372419,-0.846609422,-1.955481057,-0.880514745,0.920476981,-0.876200999,-0.89237176,-0.252991501,-1.067897859,0.758314431,-0.721032018,-0.717740892,-1.160890875,-0.427514727,0.212935362,0.668415506,0.48780329,-0.196674275,-1.338531576,1.05872177,-0.294593346,0.198572034,-1.057746013,0.075038979,-0.334770747,0.220154409,0.316120821,0.777112582,-0.470064772,0.210336229,0.675473452,0.345234376,0.415849125,-0.797774841,-0.36818689,-0.841259046,-0.430678267,-0.479209309,1.753463092,-0.218434596,-0.886153015,-0.503283598,-0.298607878,0.803212886,-0.71286179,-0.387491868,-0.471316794,0.430088519,-0.438070899,-0.341382684,-1.451390881,-0.684585874,2.068585011,-0.089674765,-0.560900978,-0.419535515,1.12883115,-0.517683211,-0.850126219,-0.709500579,-0.08066129,-0.170711468,0.353147072,-1.41800571,-0.430372444,0.269389442,-0.509748741,0.28016925,0.532464223,-0.175371776,-0.232307972,-0.472459213,-1.093639878,0.921346301,-0.361649579,-0.173584272,1.437664818,-0.509621029,-0.038973994,-0.391998351,0.201045991,-0.229851786,-0.378765721,0.160765269,-0.063417206
"A3-57","0",1.321680343,-0.691378831,-0.057243879,0.332394415,-0.085032637,-1.0611012,-0.175403981,0.523043326,0.032482011,-0.542994322,-0.034827401,0.011509027,0.218889835,2.626580155,-0.12321995,0.50781816,-0.516897168,0.39328964,-0.615839015,0.828306064,-0.275397684,-0.636442824,-0.02628426,0.123391472,0.450258725,-0.505582229,-0.502012345,-0.828372353,-1.020129255,-1.1168387,0.584720206,-0.703005981,-0.504413661,0.362409451,-0.98365213,-0.9135871,1.001407815,-0.533539148,0.149523143,-0.374185202,0.651391463,-0.664867871,0.41031217,0.016901423,-0.181589435,0.003881735,-1.044659699,0.743712344,1.262777264,2.208840628,0.392464153,-0.374266186,0.273993107,1.062916914,-0.337762444,-0.435638398,0.907188563,-1.137676181,0.664923449,-1.014419401,-0.360154984,0.023211565,-0.589295783,-0.196027683,0.934690179,-0.356119913,0.30641128,0.289332189,-0.691906859,-0.198923472,-0.2361765,0.419651498,0.14697271,-0.435841955,1.056047333,-1.11993291,0.054030313,0.448422701,0.385902634,-0.225690796,-0.90726405,0.142924366,-0.227450453,0.562045078,-0.520710646,3.38618778,0.058739952,1.147331465,2.438379564,-0.135079883,-0.048294862,1.062078061,0.495191543,-0.15089833,-0.344995676,3.504277775,-0.32904364,-0.504296666,-0.396990267,0.520112221
